,id,text,user,datetime,retweet_count,favorite_count,	,cluster
4483,871347907475234816,Our #Mediabuzz panel will also examine coverage of Trump pulling out of Paris climate deal &amp; the negative tone of much reporting &amp; punditry,15731368,2017-06-04 12:48:24,12,32,3259439,35
4485,871348303887302656,RT @mrchrisaddison: They're still pushing this stupid nonsense. This tweet from an hour ago. https://t.co/goEQ3WbweZ,26727655,2017-06-04 12:49:59,120,0,3249918,43
4489,871348491423019008,"RT @Badger5000: On the 90th birthday of Geoffrey Palmer, your occasional reminder that Reggie Perrin foresaw the rise of UKIP https://t.co/…",7076492,2017-06-04 12:50:43,134,0,3245296,43
4490,871348721358917633,RT @JosephKay76: Tory campaign strategy is to hide from public and spend £3m+ on targeted Facebook ads. There's no visible campaign to susp…,7076492,2017-06-04 12:51:38,283,0,3245241,3
4493,871348907103670272,"RT @robdelaney: If your response to calls for gun control is “Should we get rid of cars too?” the answer is, for you, yes. You should not h…",7076492,2017-06-04 12:52:22,27381,0,3245197,3
4494,871348990922686464,RT @UnInterlocutor: Enough is enough. https://t.co/veqtei0HuR,7076492,2017-06-04 12:52:42,156,0,3245177,43
4495,871349159009415168,"You know nothing about our capital city and our Mayor, you stuffed bear, so sit the shit down and shut the shit up. https://t.co/YzkHOcKb1O",26727655,2017-06-04 12:53:23,2767,8570,3249714,7
4497,871349410713743360,Joining me this morning on #MTP: EPA Administrator Scott Pruitt and Former Sec. of State John Kerry.,50325797,2017-06-04 12:54:23,23,179,3256585,3
4498,871349813425655809,"All this and May's big idea is ""destroy internet privacy"" https://t.co/t4zUrmxs3F",7076492,2017-06-04 12:55:59,538,608,3244979,7
4500,871350131433590784,Alastair Campbell Compares Brexiters to Jihadists: https://t.co/CjmLI8JtGS,465973,2017-06-04 12:57:14,419,255,3247235,7
4502,871350608493780992,"Coming up on @CNN's @ReliableSources at 11am ET: @ClarissaWard in London, @CarlBernstein, @DavidZurawik, @OliviaNuzzi, @JohnGizzi and more",14515799,2017-06-04 12:59:08,11,42,3256622,3
4503,871350855588433920,If school-choice advocates achieve their vision VT’s voucher program is a microcosm of what could happen across U.S. https://t.co/7UJ253pL0U,14606079,2017-06-04 13:00:07,217,196,3252493,7
4504,871350863373250560,"RT @cnni: Bishop of Southwark Cathedral on London attack: ""This isn't in the name of God, this isn't what the Muslim faith asks people to d…",69181624,2017-06-04 13:00:09,405,0,3255622,10
4505,871350906838818817,"RT @cnni: London Mayor: Terrorists ""want us to be scared and cowed, to turn against each other. We mustn't allow them to change our way of…",69181624,2017-06-04 13:00:19,277,0,3255612,3
4506,871350925700542465,"RT @cnni: London attack: London Mayor Sadiq Khan says ""It's not sustainable to carry on reducing the resources that our police receive"" htt…",69181624,2017-06-04 13:00:24,146,0,3255607,13
4507,871350946260975616,"“Toque,” “double-double,” and the ubiquitous “eh.” There's a dictionary that tells you what these Canadianisms mean… https://t.co/inysIoTEmn",14677919,2017-06-04 13:00:29,49,95,3251411,7
4509,871350998312398849,RT @usinjuries: LUMBAR STR 26-YR-OLD FEMALE STRAINED LOWER BACK PULLING ON PANTS AT HOME,16244449,2017-06-04 13:00:41,26,0,3242920,3
4511,871351031329894401,"Nearly 8,000 new voters registered ahead of Georgia special election https://t.co/ECPxwIT4N4",18510860,2017-06-04 13:00:49,105,287,3252206,7
4512,871351272372400128,"Though IDS's clear hint was it was the LibDems' fault in Coalition, and that May disagreed, still went ahead. https://t.co/Pay7xbpoqi",26985345,2017-06-04 13:01:46,19,22,3247751,7
4513,871351516967432192,RT @usinjuries: 33 YO M PT WAS AT HOME DRINKING ALCOHOL MOVING HIS TOOLS AROUND AND DRO PPED A POWER SAW NOT PLUGGED IN ON HIS HEAD DX CHI,16244449,2017-06-04 13:02:45,70,0,3242796,3
4514,871351959340691456,RT @colbyhall: Most powerful positions in all of media? Fox &amp; Friends producers. https://t.co/BNRDNhZAwj,14515799,2017-06-04 13:04:30,97,0,3256300,43
4515,871351964260544512,RT @Chris_A_W: Hearing some blame heading towards HMG for downgrading the threat level. Here's what I reckon. 1/11,22021978,2017-06-04 13:04:31,41,0,3248390,3
4516,871352032929689602,London update 5: Trump irresponsibly (and unsurprisingly) distorts message of London Mayor Khan.… https://t.co/qLyhFDhmaW,14940354,2017-06-04 13:04:48,47,65,3259965,13
4517,871352130954833920,President Trump's Post-London Attack Tweets Completely in Sync With Fox &amp;#038; Friends Commentary https://t.co/Tila0k50fX via @mediaite,4119741,2017-06-04 13:05:11,64,85,3259692,13
4518,871352247636160512,RT @airlivenet: LIVE American Airlines #AA65 to JFK is declaring an emergency and diverting https://t.co/AX2LAoiEso https://t.co/4TXDVDAtXf,16031927,2017-06-04 13:05:39,77,0,3259077,43
4519,871352302740934656,RT @keithboykin: Imagine the conservative reaction if British Prime Minister Tony Blair had responded to 9/11 by attacking New York City Ma…,22021978,2017-06-04 13:05:52,2533,0,3248309,3
4520,871352558819958785,"""My joints keep dislocating. Tendons tearing, ligaments loosening.""

Living with Ehlers-Danlos Syndrome… https://t.co/De9bPzSj3l",4970411,2017-06-04 13:06:53,38,54,3251394,7
4522,871352787589890048,"I'll be discussing London attacks with a live panel 10a ET on CNN. Joining me: @peterbergencnn, @JessicaEStern, @FawazGerges, @MousavizadehN",41814169,2017-06-04 13:07:48,34,94,3257283,3
4523,871352878107156480,"RT @BenChu_: Will Theresa May, Boris Johnson and the rest of the Cabinet condemn this disgusting tweet and defend the Mayor of London? http…",19811190,2017-06-04 13:08:09,1082,0,3249310,3
4524,871353115592806401,You should watch ...give me a chance. You may find that I am the same - looking for facts. https://t.co/B6W0DbzFDx,16031927,2017-06-04 13:09:06,18,192,3258870,7
4526,871353369490853888,"I'll also be discussing Paris climate agreement decision on GPS today @ 10a/1p ET on CNN with @RichardHaass, @ErnestMoniz and @RanaForoohar",41814169,2017-06-04 13:10:06,33,131,3257145,3
4530,871354344909754368,RT @AaronBastani: Surely now we can have a proper conversation about UK foreign policy and domestic security? https://t.co/IdZFHcjY9Y,19811190,2017-06-04 13:13:59,688,0,3248960,43
4532,871354857982226432,"RT @Stopfemanowxxx2: @jeffp954 @greta Wait, so on Fox she's real news but since she moved to msnbc she's fake news? How does that even make…",16031927,2017-06-04 13:16:01,11,0,3258455,3
4533,871354863703248896,"RT @davidfrum: We need a word that conveys: ""something deeply sinister in intention, but ludicrously inept in execution"" https://t.co/3O8IG…",9532402,2017-06-04 13:16:03,1842,0,3255685,43
4534,871355008083689472,"Guests on @FoxAndFriends discussed ""internment"" talk in UK, so Fox felt it should clarify: the network thinks that'… https://t.co/OmeJiW5I3w",14515799,2017-06-04 13:16:37,397,508,3255573,34
4535,871355116884037633,Some of those producers you say are better came with me from Fox. :) no one edited me at Fox or CNN or now MSNBC. https://t.co/cHZ0bS8m36,16031927,2017-06-04 13:17:03,11,105,3258393,7
4536,871355213181054976,Was only a matter of time. https://t.co/jHfLYrsz09,31127446,2017-06-04 13:17:26,60,137,3257152,7
4537,871355567213862913,This will really turn you upside down: I am friends with Rachel Maddow and Sean Hannity. :) https://t.co/KnvIdKubGN,16031927,2017-06-04 13:18:50,13,214,3258286,7
4538,871355609811214336,"London update 6: PM says election will take place as planned. ""Violence can never...disrupt the democratic process.… https://t.co/EN1xZJX6dq",14940354,2017-06-04 13:19:01,13,35,3259112,7
4541,871356269743001601,"London update 7: Despite latest attacks, Ariana Grande’s Manchester show will go on, but “with greater purpose.”… https://t.co/erzvJxUanG",14940354,2017-06-04 13:21:38,36,92,3258955,7
4542,871356325443371008,Might be a good rule for us all to ask before hitting tweet/post button today 'Is this response what the attackers would have wanted?',17062358,2017-06-04 13:21:51,166,552,3245356,3
4543,871356599788548097,".@algore says of Trump tweet: ""I don't think that a major terrorist attack like this is the time to be divisive"" https://t.co/s8KkBLYbmE",14529929,2017-06-04 13:22:57,878,2905,3254064,6
4544,871356614229536768,RT @BraddJaffy: Full quote: “Londoners will see an increased police presence today &amp; over the course of the next few days. There's no reaso…,13524182,2017-06-04 13:23:00,11672,0,3256707,35
4545,871356642557915137,Week in Pictures: From mudslides to Donald Trump https://t.co/h9mrGDQHvr https://t.co/rFzPXUGVgq,4970411,2017-06-04 13:23:07,24,44,3250420,6
4547,871356777929084928,"Looks like Warner Bros insane, probably drunken gamble on the idea of women making things paid off THIS TIME. But p… https://t.co/hO3CaJ2tCP",14348594,2017-06-04 13:23:39,65,406,3237833,7
4548,871356948419162112,"RT @nycjim: London update 7: Despite latest attacks, Ariana Grande’s Manchester show will go on, but “with greater purpose.” https://t.co/3…",16031927,2017-06-04 13:24:20,36,0,3257956,43
4549,871357282524819457,"RT @jaketapper: .@algore says of Trump tweet: ""I don't think that a major terrorist attack like this is the time to be divisive"" https://t.…",14515799,2017-06-04 13:25:39,878,0,3255031,23
4550,871357728136069120,".@algore: ""every night on the news is like a nature hike through the Book of Revelation."" #SOTU",14529929,2017-06-04 13:27:26,730,2351,3253795,3
4552,871358356472156161,UPDATE: Alastair Campbell Deletes Tweet Comparing Brexiters to Jihadists https://t.co/CjmLI8JtGS https://t.co/i5Hw3Wb5Bz,465973,2017-06-04 13:29:55,1347,838,3245273,7
4553,871358403033149441,RT @airlivenet: UPDATE EMERGENCY American Airlines #AA65 to JFK is diverting to Paris CDG due to maintenance issue https://t.co/y6ZnXijWZm,16031927,2017-06-04 13:30:06,47,0,3257610,43
4554,871358454023245825,"As technology gets better, will society get worse? https://t.co/xeun100VuH",14677919,2017-06-04 13:30:19,142,259,3249621,7
4555,871358464718774272,Exxon investors staged an unprecedented fight against the board over climate change—and won https://t.co/k8cre8L6D8,18510860,2017-06-04 13:30:21,140,230,3250434,12
4558,871358820227981312,RT @Robert___Harris: They had to use knives and a truck because they couldn't get hold of guns. Imagine the carnage if they had &amp; had retur…,19534873,2017-06-04 13:31:46,31672,0,3244564,35
4559,871358895905804288,"RT @Robert___Harris: This sort of hyped-up headline does the terrorists' job for them. UK isn't ""reeling"" @nytimes https://t.co/KKesMHHIFY",19534873,2017-06-04 13:32:04,3409,0,3244546,43
4560,871359067545096192,"RT @Fahrenthold: On @ThisWeekABC, Stephanopoulos says they asked @realDonaldTrump W.H. for somebody to talk abt London/Terrorism. ""They dec…",14515799,2017-06-04 13:32:45,3156,0,3254605,32
4561,871359120301076482,"After half hour motorcade, Pres Trump back at Trump National Golf Club in Sterling, VA. Spent 3 1/2 hrs there yesterday.",31127446,2017-06-04 13:32:58,322,363,3256220,26
4562,871359203524452352,"RT @washingtonpost: Much shorter chemo works for many colon cancer patients, study says https://t.co/PJrDCF7jNp",16031927,2017-06-04 13:33:17,69,0,3257419,43
4563,871359402632196097,These are the 50 cheapest countries to live https://t.co/WrBpSbigJJ,16031927,2017-06-04 13:34:05,15,40,3257371,7
4564,871359463302868992,Haley: 'President Trump believes the climate is changing' - https://t.co/4kGK7SPuhq https://t.co/NiRo35st6D,14529929,2017-06-04 13:34:19,48,129,3253382,6
4565,871359901133615105,"RT @CNNSotu: .@nikkihaley tells @jaketapper that Trump ""believes the climate is changing and ""pollutants are part of that equation."" #CNNso…",14529929,2017-06-04 13:36:04,369,0,3253277,16
4566,871360013369044996,"RT @RichardEngel: crowds resisted #London attack, throwing bottles/chairs.Impressive b/c attackers had 'suicide vests' witnesses couldn’t h…",16031927,2017-06-04 13:36:30,682,0,3257225,13
4568,871360474583101441,RT @mrchrisaddison: They're still pushing this stupid nonsense. This tweet from an hour ago. https://t.co/goEQ3WbweZ,17062358,2017-06-04 13:38:20,120,0,3244367,43
4569,871360655835750400,RT @ditzkoff: https://t.co/weXxcPJFoi,14348594,2017-06-04 13:39:04,2099,0,3236908,43
4570,871361159886233600,"No 10: “PM &amp; Mayor are working together in response to this cowardly attack, advice to public-remain vigilant but carry on with their lives”",22812734,2017-06-04 13:41:04,24,47,3246766,35
4571,871361455865700352,What is the US president doing settling personal scores with @SadiqKhan by misquoting our mayor? Extraordinary https://t.co/gFvLlRMk7O,14157134,2017-06-04 13:42:14,2910,4986,3281861,7
4572,871361584781766656,"RT @sudanreeves: Regime that refuses to provide clean water to people of #Sudan also refuses to use word #cholera, the consequence of infra…",16031927,2017-06-04 13:42:45,41,0,3256850,10
4573,871362297834254338,China just switched on the world's largest floating solar farm. https://t.co/dAY9KfU5rw,4970411,2017-06-04 13:45:35,2891,2678,3249072,7
4574,871362335809687553,"Donald Trump has been criticised for copying someone else’s coat of arms, but what are the rules?

https://t.co/hUp9WmXGyQ",742143,2017-06-04 13:45:44,205,353,3248404,6
4576,871362605465694208,"RT @jaketapper: .@algore: ""every night on the news is like a nature hike through the Book of Revelation."" #SOTU",14515799,2017-06-04 13:46:48,730,0,3253762,3
4577,871362788190552065,"RT @MattChorley: Sadiq Khan has ""more important things to do"" than respond to Trump's tweets, says an aide https://t.co/COH4kxikfM",14940354,2017-06-04 13:47:32,8109,0,3257401,23
4579,871363305956409344,RT @SheeshChigwell: #SuperCarSunday ... https://t.co/cZPK0d0k0C,160926944,2017-06-04 13:49:35,64,0,3242559,43
4580,871363523565281280,Some network should hire @SarahJReports - she has broad international experience and can do stories from tea to war https://t.co/u2fQGhFhkk,16031927,2017-06-04 13:50:27,15,56,3256388,7
4582,871363685012340736,Peeve of the morning: it'd be really helpful if American reporters remembered that the U.K. has been dealing w terrorist attacks for decades,6393032,2017-06-04 13:51:06,20,72,3238114,3
4583,871363866088923137,RT @davidfrum: Nikki Haley explaining to Jake Tapper that President Trump in no way speaks for the Trump administration.,14197312,2017-06-04 13:51:49,7976,0,3239743,16
4585,871364143227568130,"RT @DavidNelsonNews: Man mowing lawn with tornado behind him says he ""was keeping an eye on it.""  https://t.co/iz8fN0bMtT https://t.co/9Lnq…",14940354,2017-06-04 13:52:55,26217,0,3257078,43
4587,871364323867799553,"Ever since 9/11, the people who preside when terror attacks happen bizarrely seem to think they are the ones who sh… https://t.co/dcFjc5hWOW",16076032,2017-06-04 13:53:38,995,1863,3238667,7
4589,871364849497931778,"RT @BeschlossDC: One of last photographs of Senator Robert Kennedy, with reporters, Los Angeles, tonight 1968:             #BillEppridge ht…",14197312,2017-06-04 13:55:43,817,0,3239509,3
4590,871364892686733312,Classic example of the above-described pathology: https://t.co/gYGgEXqeeB,16076032,2017-06-04 13:55:54,181,511,3238531,7
4592,871365394178744321,"If you missed it, my latest post is about the curious habit our journalists have of proclaiming him a media genius. https://t.co/G2DgJiuAN1",14834340,2017-06-04 13:57:53,29,42,3257304,7
4593,871365525192019968,"RT @davidmackau: It took Trump days to tweet on the deaths of two Americans on a Portland train by a white supremacist.

Six tweets on Lond…",9532402,2017-06-04 13:58:25,674,0,3253143,16
4594,871365606657974276,"RT @TomNamako: For the second day in a row, Trump is at his Virginia golf club. Pulled in at 9:30, not long after his latest Twitter rant.",9532402,2017-06-04 13:58:44,99,0,3253124,16
4595,871365675088044033,We've compiled a list of every website on which we’ve found deliberately false or fake news stories:… https://t.co/1vrVARAZGW,8953122,2017-06-04 13:59:00,323,260,3281364,7
4597,871365947440758785,Robot cops patrol the streets of Dubai: https://t.co/R8ykhiYiSP https://t.co/7lgOg4FsJ2,23818581,2017-06-04 14:00:05,76,116,3248342,7
4600,871366065003036674,"If you study the frequency of breast jokes in “Baywatch,” it seems to have been made by 14-year-old boys:… https://t.co/kaSXoyceO9",14677919,2017-06-04 14:00:33,25,86,3247807,7
4601,871366130316836864,"Trump did his flashy photo op with black education leaders, made them big promises, and then screwed them over https://t.co/7nNXYf0WvZ",18510860,2017-06-04 14:00:49,282,222,3248606,6
4603,871366213041102848,"RT @brianstelter: Guests on @FoxAndFriends discussed ""internment"" talk in UK, so Fox felt it should clarify: the network thinks that's a ""r…",9532402,2017-06-04 14:01:09,397,0,3252978,34
4604,871366468713283584,Football fans hurt in stampede https://t.co/jViAFe7mGK,742143,2017-06-04 14:02:10,85,131,3247418,7
4605,871367119362981894,American CEOs are having buyers’ remorse over Donald Trump. https://t.co/2qCA602zok https://t.co/BHWXED6MHd,14940354,2017-06-04 14:04:45,28,51,3256368,6
4608,871367190716588032,RT @BraddJaffy: President Trump is now at his Virginia golf club for the 2nd day in a row. It's his 23rd golf course visit since taking off…,14940354,2017-06-04 14:05:02,14994,0,3256350,26
4610,871367648059301893,RT @SadiqKhan: We are all shocked and angry today - but this is our city. We will never let these cowards win and we will never be cowed by…,22812734,2017-06-04 14:06:51,18856,0,3245219,3
4612,871367709321306115,Bill O’Reilly and the scorned women of Fox News: https://t.co/1e7INanBMd https://t.co/DHMVAsDhzy,14677919,2017-06-04 14:07:05,12,48,3247415,7
4613,871367771443019778,Theresa May accused of breaching political truce in wake of London Bridge attack. Labour 'regrets' PM's timing. https://t.co/ycNUrSVryT,26985345,2017-06-04 14:07:20,108,90,3243817,13
4615,871368280065310720,RT @lionelbarber: Reeling? Really? You guys don't know London https://t.co/BiSWKsjouF,9532402,2017-06-04 14:09:21,777,0,3252486,43
4618,871368630226874368,@JazzShaw  https://t.co/3VtI68D8E8,14529929,2017-06-04 14:10:45,39,169,3251196,7
4621,871368830299328512,RT @ukhomeoffice: Find out how you can get support if you’ve been affected by the London Bridge and Borough Market attacks: https://t.co/iF…,14700117,2017-06-04 14:11:33,1045,0,3244457,13
4622,871368839564582912,RT @metpoliceuk: 12 arrests in connection with last night's attacks in #LondonBridge &amp; #BoroughMarket https://t.co/JCGAWuNpO9 https://t.co/…,14700117,2017-06-04 14:11:35,2513,0,3244455,43
4624,871369466298413057,Prime Minister Joseph Muscat wins Malta election https://t.co/Bx1nJYFZ4n https://t.co/T3zZDvE1er,4970411,2017-06-04 14:14:04,32,29,3247363,7
4626,871369979312181248,Will May ever make a statement where she questions why this sort of person currently has the run of the White House? https://t.co/zGiFM7lDRW,7076492,2017-06-04 14:16:06,57,149,3240172,7
4627,871370188133769216,"RT @ericuman: Fun fact:

@WhiteHouse puts out bullshit on climate ""slush fund""

We call out the bullshit &amp; get twice the pickup. 

https://…",14606079,2017-06-04 14:16:56,300,0,3247884,43
4628,871370245197496320,"“To come out onto the steps of 10 Downing Street, in the immediate aftermath of a terrible outrage like this.."" https://t.co/ycNUrTd2Xt",26985345,2017-06-04 14:17:10,101,86,3243227,7
4629,871370301224910856,"One of my many emotions right now is empathy for American expats in London, mortified by  POTUS' attack on Sadiq Khan &amp; multiculturalism.",17385903,2017-06-04 14:17:23,11,33,3243603,13
4630,871370545102716929,i.e.: he's going golfing. https://t.co/gb64WNgjTJ,14940354,2017-06-04 14:18:21,39,107,3255551,7
4631,871370645946470400,RT @BenjySarlin: Meanwhile the White House social media director is settling campaign scores with the Mayor of London https://t.co/7n8T7ZUL…,13524182,2017-06-04 14:18:45,242,0,3253362,43
4632,871370813420826625,"RT @ConnieSchultz: London Mayor Sadiq Khan ""Has More Important Things To Do"" Than Respond To Donald Trump's Tweets https://t.co/1w3XRYImbu…",13524182,2017-06-04 14:19:25,100,0,3253322,23
4633,871371440502693889,Police arrest 12 after #LondonBridge attack https://t.co/KGOlJnXTZC https://t.co/7OQ5ORazRh,4970411,2017-06-04 14:21:55,60,68,3246892,7
4634,871371515564089344,"Trump rants about security, guns and the travel ban...then hits the golf course. #maga https://t.co/ROZqHYLLoe",14940354,2017-06-04 14:22:13,60,82,3255319,6
4635,871371671147610114,RT @HuffPostUK: London Bridge hero cafe owner reveals how he helped bring 130 customers to safety https://t.co/HbXhp3xGGy https://t.co/e74A…,26985345,2017-06-04 14:22:50,17,0,3242887,43
4636,871372564316270594,RT @zackbeauchamp: Londoners aren’t freaking out about the terrorist attacks. Some politicians are. https://t.co/jpF5dmCCeh,13524182,2017-06-04 14:26:23,93,0,3252904,43
4639,871373679061553158,This report details what dirty tricks Russian cyber hackers use to spread lies and mayhem https://t.co/OSTDWPNHKH,18510860,2017-06-04 14:30:49,346,293,3246806,7
4640,871373702826528768,"""Your young men shall see visions and your old men shall dream dreams."" #Pentecostsunday",21619519,2017-06-04 14:30:54,69,455,3249308,3
4641,871373772909142016,'Later in week..' Does Trump know we have an election on Thursday? https://t.co/pzfGGbq2I0,26985345,2017-06-04 14:31:11,34,55,3242385,6
4642,871373876655259648,RT @SunnyStelter: Ready to watch daddy! https://t.co/b6H4azQElh,14515799,2017-06-04 14:31:36,42,0,3251073,43
4643,871374222425305089,"Opinion: Why does society erase Muhammad Ali's ""blackness"" as an American or as a Muslim? https://t.co/UdAEbVBUkZ https://t.co/OL6A3XlPxL",4970411,2017-06-04 14:32:58,114,141,3246229,7
4645,871374404353241088,"Meanwhile, it's been a month since Trump fired FBI Director Comey, &amp; there's no replacement. @potus too distracted. https://t.co/JTfS2bV1Nj",14940354,2017-06-04 14:33:42,36,61,3254630,6
4646,871374504970289152,RT @NTarnopolsky: London needs a Trump visit this week like it needs a shot to the head https://t.co/MKe9z5Xu7L,16244449,2017-06-04 14:34:05,86,0,3237316,23
4647,871374527594418177,"RT @BBCBreaking: The UK will observe a minute's silence on Tuesday at 1100 BST to remember those killed in the #LondonAttacks 

https://t.c…",742143,2017-06-04 14:34:11,3390,0,3245497,43
4648,871374847636582400,"RT @mattmfm: Politically, it's odd that Trump always stokes fear post-attack. All polling confirms voters disapprove of his handling of the…",16244449,2017-06-04 14:35:27,413,0,3237234,16
4649,871374898668728321,"@POTUS If Trump truly cared about US security, he'd have named an FBI chief weeks ago. Presidential malpractice.",14940354,2017-06-04 14:35:39,40,88,3254513,16
4650,871375219327471616,"RT @DavidJollyFL: So the net approval ratings this month among home country constituencies are

London Mayor Sadiq Khan: +43.

US President…",13524182,2017-06-04 14:36:56,530,0,3252271,3
4651,871375718600540160,"RT @AlexMLeo: Activist Brendan Cox whose wife, MP Jo Cox, was killed by a far-right terrorist responds to Trump's lies about London's mayor…",26727655,2017-06-04 14:38:55,2094,0,3243382,39
4652,871375903510503425,RT @JulianAssange: Did Saudi just pay for the US to overthrow the Syrian government? https://t.co/khFQu5Po4p,98992586,2017-06-04 14:39:39,2016,0,3244708,43
4653,871375970074329090,"In theory, there's nothing stopping Trump from golfing on weekdays, too.",16244449,2017-06-04 14:39:55,55,321,3236966,16
4655,871376654765105152,"RT @axios: Spox for London mayor Sadiq Khan: 'He has more important things to do than respond to Trump's ill-informed tweet.'
https://t.co/…",14246001,2017-06-04 14:42:38,111,0,3279210,23
4656,871376667960324097,"RT @owillis: myths that have fallen this week
✔️people won't see an action movie w a female lead
✔️only male superheroes work
https://t.co/…",13524182,2017-06-04 14:42:41,418,0,3251926,43
4659,871377147356688385,"RT @merseytart: Woman on CNN talking about London's streets being eerily quiet. Mate, it's Sunday. They're not cowering in fear, they're ha…",13524182,2017-06-04 14:44:35,21347,0,3251812,3
4660,871377265300561920,"RT @FoxNewsResearch: UK &amp; Terror
Mar 22→Car &amp; knife attack
May 22→Arena bombing
May 23→Terror threat raised
May 27→Terror threat lowered
Ju…",18646108,2017-06-04 14:45:04,614,0,3252898,35
4662,871378040097558528,RT @TomNamako: Londoners Respond To Terror Attack With Moving Acts Of Kindness https://t.co/SNxj03Tu23 via @HannahAlOthman,9532402,2017-06-04 14:48:08,28,0,3250159,13
4664,871378293550919681,"RT @saletan: GOP Sen. Blunt on Fox: “It’s been 4 months since they said they needed 4 months"" to set up vetting. ""You can do that without a…",16244449,2017-06-04 14:49:09,692,0,3236412,3
4666,871378832581906432,"RT @CNN: The odds of the US renegotiating a climate deal ""are vanishingly small,"" says former Energy Secretary @ErnestMoniz  https://t.co/R…",14197312,2017-06-04 14:51:17,229,0,3236175,43
4668,871379197280825344,"RT @alexburnsNYT: DHS Secretary Kelly, *last week*:
""It's not a travel ban, remember – it's a travel pause."" https://t.co/FYZaN9b1Ah
https:…",16244449,2017-06-04 14:52:44,827,0,3236197,43
4669,871379313144344576,Jose Alberto Gutierrez created a community library from books found in rubbish https://t.co/OffR2lx6tX https://t.co/ciJBjnZXPN,4970411,2017-06-04 14:53:12,95,174,3245015,7
4670,871379374209208321,Remember when the president's tweets were going to be subjected to legal review?,16244449,2017-06-04 14:53:26,59,370,3236155,3
4671,871379426239557634,"RT @VeraMBergen: Trump has filled 5 out of 53 top jobs at the Pentagon, and 2 out of 16 at the Department of Homeland Security. https://t.c…",16244449,2017-06-04 14:53:39,10013,0,3236142,23
4674,871380400140111873,"RT @MeetThePress: Former VP Al Gore on coal industry: ""Promising to recreate the 19th century is not a visionary strategy for a successful…",60919240,2017-06-04 14:57:31,3391,0,3252624,3
4675,871380429751951361,True BRITISH spirit .......it still exists https://t.co/DOR6sbTOLT,160926944,2017-06-04 14:57:38,4096,8535,3238476,7
4677,871380728277336065,RT @steveclarkuk: Good interview with @Lord_Sugar in today's Mail on Sunday. He certainly doesn't mince his words about Jeremy Corbyn! http…,160926944,2017-06-04 14:58:49,160,0,3238405,3
4678,871380777707216896,"RT @kylegriffin1: Susan Rice: When Trump failed to reaffirm NATO's Article 5 defense commitments, it was ""a big win for Vladimir Putin"". ht…",60919240,2017-06-04 14:59:01,1693,0,3252534,16
4679,871380985241272320,RT @davidfrum: Pop star Ariana Grande spent yesterday visiting wounded fans at a Manchester hospital. But she’s not president of the United…,60919240,2017-06-04 14:59:51,4066,0,3252484,3
4680,871381135506493440,"""How does a friend, maybe your best friend, leave you like that?” https://t.co/C0ob5ucIRk https://t.co/I9ocen4MBp",14677919,2017-06-04 15:00:26,15,81,3244214,7
4682,871381270923808769,"Facebook's not designed to create a ""global community"" https://t.co/Jma1Bn1Jpu",18510860,2017-06-04 15:00:59,25,33,3244996,7
4684,871381712479162369,"Mr President, for once in your life, show some leadership. #StandWithLondon https://t.co/x6tlWmjLoT",60919240,2017-06-04 15:02:44,330,922,3252311,7
4685,871381875641774080,"RT @kylegriffin1: Spokesperson for London Mayor Sadiq Khan: ""He has more important things to do than respond to Donald Trump's ill-informed…",60919240,2017-06-04 15:03:23,9808,0,3252272,23
4686,871381943090384896,"RT @GlennThrush: Cool. Beyond Tweets, blah-blah &amp; 2 badly written EOs, Trump doesn't really have a terror policy -- or coherent plans on he…",60919240,2017-06-04 15:03:39,931,0,3252256,16
4688,871382423585652737,RT @rachelkennedy84: 'Then he went and hit one of the attackers on the head with a crate' https://t.co/BEdnIJFBv9,19811190,2017-06-04 15:05:33,156,0,3242266,43
4690,871382806588510209,RT @CCriadoPerez: Well we have officially beaten the far right already. Over £51k raised already. #hopenothate https://t.co/sXI2t8gdJn,19811190,2017-06-04 15:07:05,101,0,3242174,43
4691,871383303655436288,"RT @BBCBreaking: A Canadian national was among those killed in the #LondonAttacks, Prime Minister Justin Trudeau says 

https://t.co/9G1qII…",742143,2017-06-04 15:09:03,642,0,3243405,43
4692,871383309527527424,Thank you for showing leadership and being resilient. You are a role model. @ArianaGrande #OneLoveMachester https://t.co/wEoWTZ8VOo,60919240,2017-06-04 15:09:05,84,356,3251930,7
4693,871383434689753090,RT @cohan_ds: Has anyone fact-checked Scott Pruitt on #MTP this morning? Coal created 50k new jobs? India gets $2.5 trillion from Paris? Hu…,14940354,2017-06-04 15:09:35,57,0,3252477,3
4694,871383470966231040,RT @alexcguillen: Chris Wallace on Fox News Sunday is incredulous Pruitt and Trump never talked about climate change science.,14940354,2017-06-04 15:09:43,51,0,3252469,16
4695,871384060869922816,"When companies prize investors above all, they’ll do anything to increase stock price. That’s not good for workers:… https://t.co/othB76zdaz",14677919,2017-06-04 15:12:04,60,145,3243516,7
4698,871384555915284480,"RT @brianstelter: Guests on @FoxAndFriends discussed ""internment"" talk in UK, so Fox felt it should clarify: the network thinks that's a ""r…",16244449,2017-06-04 15:14:02,397,0,3234919,34
4701,871384956592955392,Don't you fucking dare. https://t.co/RW4wjrBHIM,7076492,2017-06-04 15:15:37,342,1359,3236601,7
4703,871385191536881664,"RT @ReliableSources: ""The President hasn't advanced his cause,"" says @carlbernstein of Trump's tweets after London terror attack https://t.…",14515799,2017-06-04 15:16:33,51,0,3248376,13
